genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group,type
Slc45a3,77.92085260016508,23.16201658718837,2.499322678882832,9.267317414789161,1.9088629179303465e-20,3.2149743255699046e-18,10,Significant
Stx11,83.67193613877274,18.67095410457654,2.2790598650700815,8.19239300851029,2.5608284067768575e-16,2.994662866277878e-14,10,Significant
Prdm4,81.46668607046266,17.603624587379144,2.1609808760513514,8.146126965984696,3.7576558944081964e-16,3.735109959041748e-14,10,Significant
Nlrp3,37.817624920613774,15.898326930959,1.9513742363139908,8.147246507153762,3.7230425221777345e-16,3.735109959041748e-14,10,Significant
Itgb3,47.580684628531465,21.72375711784233,2.8457516414675,7.633750184411666,2.2802156107973435e-14,2.060485742847781e-12,10,Significant
Tent4a,53.084778200150126,19.865421769840186,2.023131801165544,9.819143645705902,9.313130111396399e-23,1.8514502661456044e-20,10,Significant
Dnah12,44.335157493924896,22.191421949487843,1.9605082434159165,11.319218893373453,1.0540690239901142e-29,4.190978439384694e-27,10,Significant
Lgals3,7.176600925050684,-29.909904423317972,3.6619752919546458,-8.167696950066809,3.14332320182444e-16,3.471625847348326e-14,10,Significant
Mtrf1,129.4738886724494,22.31954769161773,2.081494132397977,10.722849199629778,7.951543254773804e-27,2.6346113317483868e-24,10,Significant
B430306N03Rik,3.8720335256486864,-29.76369999636911,2.2785449356103666,-13.06259074868591,5.3863024927089404e-39,5.3539846777526866e-36,10,Significant
Lbh,9.506538076789171,19.42886678109896,2.5999570202227003,7.472764599560486,7.852725291316621e-14,6.5046741163072675e-12,10,Significant
Dclre1a,134.95475747208354,22.33307377162276,2.099818940129205,10.635714034586512,2.0326574533743497e-26,5.772747167583153e-24,10,Significant
Vps37c,133.86998933271278,21.768181027043614,2.205587815708315,9.869559884222001,5.641157806081595e-23,1.2460690798322456e-20,10,Significant
Crat,90.95504913659575,22.008217405899597,2.680314638567495,8.211057421848794,2.1924899456678177e-16,2.7241687574922634e-14,10,Significant
Lcmt2,107.05462351221824,23.33647945813441,1.850903899966455,12.608152945464834,1.904031161721543e-36,1.2617379831674757e-33,10,Significant
I830077J02Rik,105.56164390603189,20.055082311617145,2.322740269674855,8.634233699502063,5.912202041969002e-18,7.835638439622918e-16,10,Significant
Manea,111.13419959314376,23.164569855524885,2.2435995403587086,10.324734623461955,5.446921640454751e-25,1.3535600276530056e-22,10,Significant
Tbc1d2,145.09282845968852,23.1494695969702,1.7070797220836105,13.560860279398462,6.832996189611327e-42,1.3583996424947318e-38,10,Significant
Junos,75.82380969960185,18.94267237727312,2.4138827041730027,7.847387258927681,4.247939889023774e-15,4.021383094942506e-13,10,Significant
Hectd3,25.700471907085472,18.219789010570754,2.4890613693543218,7.319943668282105,2.4807507046392416e-13,1.8968201541626203e-11,10,Significant
Casp9,106.57313703704256,21.85575098713204,3.0172483235129595,7.24360365595814,4.36917028193013e-13,3.2170038964729995e-11,10,Significant
Alox5,78.65424080128186,21.6546199587588,3.0234379843361006,7.162250415238405,7.936327515609824e-13,5.634792536082975e-11,10,Significant
Foxj2,39.713105229879595,22.46503186901145,3.049355134381761,7.36714186409977,1.743249519812273e-13,1.3862320181547195e-11,10,Significant
Far2,294.24288451931443,17.551866891592415,2.33841299437376,7.505888366949013,6.101339693353502e-14,5.273679700168158e-12,10,Significant
Zfp507,141.6337135874936,21.21142762955522,2.2987022928205043,9.227566221082432,2.7685067374573644e-20,4.233685687742493e-18,10,Significant
Zfp790,93.05018447246712,22.714725639417782,2.0043129603528667,11.332923594636025,9.014467271483072e-30,4.190978439384694e-27,10,Significant
Pcsk7,170.0680402252657,19.251844863318933,2.0777861587748556,9.265556410612811,1.9406283655351538e-20,3.2149743255699046e-18,10,Significant
Phka1,21.898548833225657,21.317584298351008,2.3272129685434586,9.160134713280291,5.183257135001933e-20,7.360225131702744e-18,10,Significant
Slc45a3,77.92085260016508,21.545140950565372,2.454931358837925,8.776270209348768,1.6898553358401847e-18,2.2396216051001914e-16,11,Significant
Stx11,83.67193613877274,17.25580459215687,2.2405617686492993,7.701552723788268,1.3442268975628863e-14,1.1134679468145908e-12,11,Significant
Prdm4,81.46668607046266,17.939663962438843,2.1218729835033225,8.454636117200344,2.7995903608338667e-17,3.0919920207431815e-15,11,Significant
Nlrp3,37.817624920613774,19.62152145096532,1.9054916979417773,10.297353419151376,7.242650158670234e-25,1.5998209461596027e-22,11,Significant
Pik3r5,117.3565228050164,21.820358107828714,2.294266885477071,9.51081944561623,1.8916646991972275e-21,3.133857851670073e-19,11,Significant
Itgb3,47.580684628531465,20.315637549520666,2.794648105450752,7.269479656453538,3.608748635900094e-13,2.5442466739325107e-11,11,Significant
Tent4a,53.084778200150126,22.836973490888248,1.9874214863243762,11.490755055246957,1.4682298146046388e-30,9.72946957144674e-28,11,Significant
Dnah12,44.335157493924896,20.55363560132837,1.9270434853579994,10.665890913982144,1.469835707513273e-26,3.652541733170483e-24,11,Significant
Mtrf1,129.4738886724494,21.975139563146325,2.04533495410646,10.74402973411587,6.3223159002916724e-27,2.094794001629974e-24,11,Significant
B430306N03Rik,3.8720335256486864,16.13853476419543,2.221198236476198,7.265688626602855,3.7114262346097996e-13,2.5442466739325107e-11,11,Significant
Lbh,9.506538076789171,19.967156307254488,2.5530593300344053,7.820874380927688,5.245767327785846e-15,4.5341675859296793e-13,11,Significant
Galm,87.21458424068982,21.65373447052124,2.5528901911113775,8.482046954434214,2.2126623336872566e-17,2.5875133643354505e-15,11,Significant
Pmaip1,59.01264303163577,21.845243825164744,2.6521150947958287,8.23691395144617,1.7670948127009935e-16,1.7564922438247877e-14,11,Significant
Dclre1a,134.95475747208354,22.02249439413419,2.063287816174153,10.673496068507472,1.3543277252671625e-26,3.652541733170483e-24,11,Significant
Vps37c,133.86998933271278,20.20736986167911,2.167158620119573,9.324361250753379,1.1165408022795292e-20,1.7074485499474648e-18,11,Significant
St8sia6,8.411871337569275,19.53991629207984,2.6971372895968533,7.244687308817162,4.334380173668534e-13,2.872249261751015e-11,11,Significant
Crat,90.95504913659575,21.59289407600519,2.632269264416654,8.203147895202305,2.341728194379501e-16,2.2168360240125947e-14,11,Significant
Zfp770,11.307498754815219,20.321530313244143,2.7206180880758684,7.469453504816015,8.052855586123521e-14,5.929287742671689e-12,11,Significant
Lcmt2,107.05462351221824,21.642397894518705,1.8195438228349918,11.89440870997993,1.2654608628608142e-32,1.2578680976836493e-29,11,Significant
I830077J02Rik,105.56164390603189,19.77744264101338,2.281716056297094,8.667793078999235,4.405764602744768e-18,5.474162518910374e-16,11,Significant
Manea,111.13419959314376,21.39139116676364,2.204303937965209,9.704374609297307,2.8884217288013662e-22,5.220165815324651e-20,11,Significant
Tbc1d2,145.09282845968852,20.558312638853085,1.6789196956873491,12.244964837604408,1.787545390857037e-34,3.55364023702379e-31,11,Significant
Junos,75.82380969960185,19.633850250646425,2.3704859822817568,8.282626599524324,1.2048775926773567e-16,1.2606824496013607e-14,11,Significant
Hectd3,25.700471907085472,18.45046203121711,2.4440587605620956,7.549107381924725,4.382514321324817e-14,3.4849753883174945e-12,11,Significant
Gm15581,85.12330541923484,19.849232507949168,2.2336500716859207,8.886455743252258,6.308916722159415e-19,8.958661745466368e-17,11,Significant
Alox5,78.65424080128186,21.092932389575516,2.9687105195499077,7.1050822404784215,1.2025091151107044e-12,7.711574583355097e-11,11,Significant
Far2,294.24288451931443,17.29817783836892,2.296857239742315,7.531237701264189,5.026159403898195e-14,3.843078805749851e-12,11,Significant
Zfp507,141.6337135874936,22.346703109980947,2.258036026058968,9.896521956287588,4.310039852843107e-23,8.568359227452098e-21,11,Significant
Zfp790,93.05018447246712,22.24246643148372,1.9697244909914249,11.29217133320426,1.4344847715540204e-29,7.129389314623481e-27,11,Significant
Pcsk7,170.0680402252657,22.26125935021902,2.040780709560734,10.908207455082533,1.0531242857024922e-27,4.187222159953109e-25,11,Significant
Phka1,21.898548833225657,18.353711311426498,2.287497276348069,8.023489908030722,1.0278243458024995e-15,9.28779454297895e-14,11,Significant
